EquipmentItem_Item_BaguaMirror,"(Id=0000000000000000000000000000008E,LegacyId=142)",Bagua Mirror,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.MagicalProtection""),(TagName=""ItemStore.Filter.Stat.MagicalPower""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Support""),(TagName=""ItemStore.Filter.Role.Solo.STR""),(TagName=""ItemStore.Filter.Role.Solo.INT""),(TagName=""ItemStore.Category.Defensive""),(TagName=""ItemStore.Category.Tier3"")))",Passive: When you take Magical Damage you gain 5 + 1*Level Strength and 5 + 2*Level Intelligence for 6s.,"((StatTag=(TagName=""Character.Stat.MagicalProtection""),Value=66.000000))"
EquipmentItem_Item_BalorsEye,"(Id=0000000000000000000000000000008F,LegacyId=143)",Obsidian Shard,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.MagicalPower""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Mid.INT""),(TagName=""ItemStore.Filter.Role.Jungle.INT""),(TagName=""ItemStore.Filter.Stat.Penetration""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3"")))","Passive: You gain the Shattering effect, granting you 20% Penetration. This effect does not stack with itself.","((StatTag=(TagName=""Character.Stat.MagicalPower""),Value=60.000000))"
EquipmentItem_Item_BanefulRapier,"(Id=00000000000000000000000000000090,LegacyId=144)",Demon Blade,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.CriticalStrikeChance""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Filter.Stat.AttackSpeed""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Carry.STR""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Role.Carry.Hybrid"")))",Passive: When you Critically Strike an enemy you gain 15% Attack Speed for 4s.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=35.000000),(StatTag=(TagName=""Character.Stat.AttackSpeedPercent""),Value=20.000000),(StatTag=(TagName=""Character.Stat.CritChance""),Value=25.000000))"
EquipmentItem_Item_BattleAxe,"(Id=00000000000000000000000000000091,LegacyId=145)",Battle Axe,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Category.Tier2""),(TagName=""ItemStore.Filter.Stat.Health""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier2"")))",,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=15.000000),(StatTag=(TagName=""Character.Stat.MaxHealth""),Value=100.000000))"
EquipmentItem_Item_BerserkersShield,"(Id=00000000000000000000000000000787,LegacyId=1927)",Berserker's Shield,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Stat.PhysicalProtection""),(TagName=""ItemStore.Filter.Stat.AttackSpeed""),(TagName=""ItemStore.Category.Defensive""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Role.Solo.STR""),(TagName=""ItemStore.Filter.Stat.HealthRegen""),(TagName=""ItemStore.Filter.Stat.MagicalProtection"")))","Passive: While below 60% Health you become Berserk for 8s. While Berserk, you gain 30 Protections and 15% Attack Speed. This effect can only occur once every 8 seconds.","((StatTag=(TagName=""Character.Stat.PhysicalProtection""),Value=20.000000),(StatTag=(TagName=""Character.Stat.MagicalProtection""),Value=20.000000),(StatTag=(TagName=""Character.Stat.HealthPerTime""),Value=5.000000),(StatTag=(TagName=""Character.Stat.AttackSpeedPercent""),Value=25.000000))"
EquipmentItem_Item_BindingsOfLyngvi,"(Id=00000000000000000000000000000092,LegacyId=146)",Stone of Binding,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.PhysicalProtection""),(TagName=""ItemStore.Filter.Stat.MagicalProtection""),(TagName=""ItemStore.Filter.Stat.MagicalPenetration""),(TagName=""ItemStore.Filter.Stat.PhysicalPenetration""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Support""),(TagName=""ItemStore.Filter.Role.Solo.STR""),(TagName=""ItemStore.Category.Defensive""),(TagName=""ItemStore.Category.Tier3"")))",Passive: Enemy gods hit by your Hard CC effects lose 15 Physical Protection and 15 Magical Protection for 4s.,"((StatTag=(TagName=""Character.Stat.PhysicalProtection""),Value=40.000000),(StatTag=(TagName=""Character.Stat.MagicalProtection""),Value=30.000000))"
EquipmentItem_Item_BlinkingAmulet,"(Id=00000000000000000000000000000093,LegacyId=147)",Blinking Amulet,"(TagName=""Equipment.Type.Item.Active"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.Health""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Stat.MovementSpeed""),(TagName=""ItemStore.Filter.Stat.CooldownReduction""),(TagName=""ItemStore.Filter.Active""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Support""),(TagName=""ItemStore.Filter.Role.Solo.STR""),(TagName=""ItemStore.Filter.Role.Solo.INT""),(TagName=""ItemStore.Filter.Role.Jungle.STR""),(TagName=""ItemStore.Filter.Role.Jungle.INT"")))","Active: You are Teleported to a targeted location up to 7.2m away. Cannot be used for 3s upon dealing or taking damage, and cannot be activated while firing an ability. Cooldown: 90s","((StatTag=(TagName=""Character.Stat.MaxHealth""),Value=200.000000),(StatTag=(TagName=""Character.Stat.CooldownReductionPercent""),Value=15.000000),(StatTag=(TagName=""Character.Stat.MovementSpeed""),Value=5.000000))"
EquipmentItem_Item_BlinkRune,"(Id=00000000000000000000000000000766,LegacyId=1894)",Blink Rune,"(TagName=""Equipment.Type.Relic"")","(GameplayTags=((TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Active""),(TagName=""ItemStore.Category.Relic""),(TagName=""ItemStore.Filter.Role.Support""),(TagName=""ItemStore.Filter.Role.Solo.STR""),(TagName=""ItemStore.Filter.Role.Solo.INT""),(TagName=""ItemStore.Filter.Role.Recommended""),(TagName=""ItemStore.Filter.Role.Popular""),(TagName=""ItemStore.Filter.Role.Mid.STR""),(TagName=""ItemStore.Filter.Role.Mid.INT""),(TagName=""ItemStore.Filter.Role.Jungle.STR""),(TagName=""ItemStore.Filter.Role.Jungle.INT""),(TagName=""ItemStore.Filter.Role.Carry.STR""),(TagName=""ItemStore.Filter.Role.Carry.Hybrid"")))",Active: You are Teleported to a targeted location up to 5.6m away. This effect can be used during combat or while firing another ability. Cooldown: 240s,
EquipmentItem_Item_Blood-BoundBook,"(Id=00000000000000000000000000000094,LegacyId=148)",Blood-Bound Book,"(TagName=""Equipment.Type.Item.Active"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.MagicalPower""),(TagName=""ItemStore.Filter.Stat.LifeSteal""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Mid.INT""),(TagName=""ItemStore.Filter.Role.Jungle.INT""),(TagName=""ItemStore.Filter.Role.Carry.Hybrid""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Active""),(TagName=""ItemStore.Filter.Stat.Health"")))",Active: You gain a 10% of your max HP + 80% Intelligence from items HP Shield for 6s. The shield grants 20% lifesteal while active. Killing a god reduces the current cooldown by 50% Cooldown: 140.,"((StatTag=(TagName=""Character.Stat.MagicalPower""),Value=50.000000),(StatTag=(TagName=""Character.Stat.MaxHealth""),Value=150.000000),(StatTag=(TagName=""Character.Stat.LifeStealPercent""),Value=15.000000))"
EquipmentItem_Item_BloodForge,"(Id=00000000000000000000000000000095,LegacyId=149)",Bloodforge,"(TagName=""Equipment.Type.Item.Active"")","(GameplayTags=((TagName=""ItemStore.Filter.Active""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Filter.Stat.LifeSteal""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Carry.STR""),(TagName=""ItemStore.Filter.Role.Jungle.STR""),(TagName=""ItemStore.Filter.Role.Mid.STR""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Stat.AttackSpeed"")))",Active: You gain a 10% of your max HP + 100% Strength from items HP Shield for 6s. The shield grants 20% lifesteal while active. Killing a god reduces the current cooldown by 50%. Cooldown: 140.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=45.000000),(StatTag=(TagName=""Character.Stat.AttackSpeedPercent""),Value=15.000000),(StatTag=(TagName=""Character.Stat.LifeStealPercent""),Value=10.000000))"
EquipmentItem_Item_BookOfThoth,"(Id=00000000000000000000000000000767,LegacyId=1895)",Book of Thoth,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.Filter.Role.Mid.INT""),(TagName=""ItemStore.Filter.Stat.Mana""),(TagName=""ItemStore.Filter.Stat.ManaRegen""),(TagName=""ItemStore.Filter.Stat.MagicalPower""),(TagName=""ItemStore.Filter.Stat.Penetration""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Role.Jungle.INT"")))","Passive: You permanently gain 10 Mana per Stack, and receive 1 Stack per 900 Damage Dealt to minions and Jungle Monsters, with damage to Gods counting double. You gain Intelligence equal to 4% of your Mana from items. At 50 stacks this item Evolves, gaining 10 Penetration and increasing the Intelligence gained from Mana to 6%.","((StatTag=(TagName=""Character.Stat.MagicalPower""),Value=35.000000),(StatTag=(TagName=""Character.Stat.MaxMana""),Value=400.000000),(StatTag=(TagName=""Character.Stat.ManaPerTime""),Value=4.000000))"
EquipmentItem_Item_Bow,"(Id=00000000000000000000000000000096,LegacyId=150)",Bow,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Category.Tier1""),(TagName=""ItemStore.Filter.Stat.AttackSpeed""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier1"")))",,"((StatTag=(TagName=""Character.Stat.AttackSpeedPercent""),Value=5.000000))"
EquipmentItem_Item_BragisHarp,"(Id=00000000000000000000000000000097,LegacyId=151)",Bragi's Harp,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.AttackSpeed""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Filter.Stat.MagicalPower""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Carry.Hybrid""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3"")))",Passive: All targets hit by your basic attacks take 10 + 3 per level bonus Magical Damage.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=35.000000),(StatTag=(TagName=""Character.Stat.MagicalPower""),Value=25.000000),(StatTag=(TagName=""Character.Stat.AttackSpeedPercent""),Value=15.000000))"
EquipmentItem_Item_BrawlersRuin,"(Id=00000000000000000000000000000098,LegacyId=152)",Brawler's Ruin,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.HealingReduction""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Jungle.STR""),(TagName=""ItemStore.Filter.Role.Mid.STR""),(TagName=""ItemStore.Filter.Role.Carry.STR""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Filter.Role""),(TagName=""ItemStore.Filter.Stat.Penetration"")))",Passive: Enemy gods hit by your basic attacks or abilities have 40% reduced healing for 4s.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=60.000000),(StatTag=(TagName=""Character.Stat.PhysicalPenetrationPercent""),Value=5.000000))"
EquipmentItem_Item_BreastplateOfRegrowth,"(Id=00000000000000000000000000000000,LegacyId=-1)",Brawler's Ruin,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.HealingReduction""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Jungle.STR""),(TagName=""ItemStore.Filter.Role.Mid.STR""),(TagName=""ItemStore.Filter.Role.Carry.STR""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Filter.Role""),(TagName=""ItemStore.Filter.Stat.Penetration"")))",Passive: Enemy gods hit by your basic attacks or abilities have 40% reduced healing for 4s.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=45.000000),(StatTag=(TagName=""Character.Stat.PhysicalPenetrationPercent""),Value=5.000000))"
EquipmentItem_Item_BreastplateOfValor,"(Id=00000000000000000000000000000768,LegacyId=1896)",Breastplate of Valor,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.PhysicalProtection""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Stat.CooldownReduction""),(TagName=""ItemStore.Filter.Stat.Mana""),(TagName=""ItemStore.Filter.Role.Support""),(TagName=""ItemStore.Filter.Role.Solo.STR""),(TagName=""ItemStore.Filter.Role.Solo.INT""),(TagName=""ItemStore.Filter.Stat.ManaRegen""),(TagName=""ItemStore.Category.Defensive""),(TagName=""ItemStore.Category.Tier3"")))","Passive: When you lose 500 + 25*Level HP, your ability cooldowns are reduced by 1s.","((StatTag=(TagName=""Character.Stat.PhysicalProtection""),Value=40.000000),(StatTag=(TagName=""Character.Stat.MaxMana""),Value=250.000000),(StatTag=(TagName=""Character.Stat.ManaPerTime""),Value=2.000000),(StatTag=(TagName=""Character.Stat.CooldownReductionPercent""),Value=25.000000))"
EquipmentItem_Item_Caestus,"(Id=000000000000000000000000000000DB,LegacyId=219)",Caestus,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Category.Tier2""),(TagName=""ItemStore.Filter.Stat.CooldownReduction""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.ItemTier.Tier2"")))",Passive: When you are hit by a Hard CC effect you gain 15 Physical Protection and 15 Magical Protection for 4s.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=10.000000),(StatTag=(TagName=""Character.Stat.CooldownReductionPercent""),Value=10.000000))"
EquipmentItem_Item_CaptainsRing,"(Id=00000000000000000000000000000775,LegacyId=1909)",Captain's Ring,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.PhysicalProtection""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.Category.Tier2""),(TagName=""ItemStore.Filter.Stat.CooldownReduction"")))",,"((StatTag=(TagName=""Character.Stat.PhysicalProtection""),Value=10.000000),(StatTag=(TagName=""Character.Stat.CooldownReductionPercent""),Value=10.000000))"
EquipmentItem_Item_ChronosPendant,"(Id=00000000000000000000000000000099,LegacyId=153)",Chronos' Pendant,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.MagicalPower""),(TagName=""ItemStore.Filter.Stat.CooldownReduction""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Mid.INT""),(TagName=""ItemStore.Filter.Role.Jungle.INT""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Role.Carry.Hybrid"")))",Passive: Your ability cooldowns are reduced by 1s every 10s.,"((StatTag=(TagName=""Character.Stat.MagicalPower""),Value=40.000000),(StatTag=(TagName=""Character.Stat.CooldownReductionPercent""),Value=25.000000))"
EquipmentItem_Item_CircesHexstone,"(Id=00000000000000000000000000000762,LegacyId=1890)",Circe's Hexstone,"(TagName=""Equipment.Type.Item.Active"")","(GameplayTags=((TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Solo.STR""),(TagName=""ItemStore.Filter.Active""),(TagName=""ItemStore.Filter.Stat.Health""),(TagName=""ItemStore.Filter.Stat.HealthRegen""),(TagName=""ItemStore.Category.Defensive""),(TagName=""ItemStore.Filter.Stat.CooldownReduction"")))","Active: You are Polymorphed and begin a short Charge forwards, damaging enemies hit for 50 Physical Damage. Hitting a god ends the Charge, Knocking them Up and dealing 10% of their Current HP as bonus Physical Damage. While Polymorphed you gain CC Immunity and 60 Protections. Cooldown: 90s.","((StatTag=(TagName=""Character.Stat.MaxHealth""),Value=400.000000),(StatTag=(TagName=""Character.Stat.HealthPerTime""),Value=4.000000),(StatTag=(TagName=""Character.Stat.CooldownReductionPercent""),Value=10.000000))"
EquipmentItem_Item_Circlet,"(Id=0000000000000000000000000000009A,LegacyId=154)",Circlet,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Category.Tier1""),(TagName=""ItemStore.Filter.Stat.Mana""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier1"")))",,"((StatTag=(TagName=""Character.Stat.MaxMana""),Value=150.000000))"
EquipmentItem_Item_CursedSickle,"(Id=0000000000000000000000000000077B,LegacyId=1915)",Cursed Sickle,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.LifeSteal""),(TagName=""ItemStore.Category.Tier2""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier2"")))",,"((StatTag=(TagName=""Character.Stat.LifeStealPercent""),Value=15.000000))"
EquipmentItem_Item_DaggerOfFrenzy,"(Id=0000000000000000000000000000009B,LegacyId=155)",Dagger of Frenzy,"(TagName=""Equipment.Type.Item.Active"")","(GameplayTags=((TagName=""ItemStore.Filter.Active""),(TagName=""ItemStore.Filter.Stat.AttackSpeed""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Carry.STR""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Role.Jungle.STR"")))",Active: You gain 10+2 per level Basic Attack Damage and 30% Attack Speed for the next 5 basic attacks. Killing a god refreshes the current cooldown. Cooldown: 15s.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=40.000000),(StatTag=(TagName=""Character.Stat.AttackSpeedPercent""),Value=15.000000))"
EquipmentItem_Item_DamaruDrum,"(Id=00000000000000000000000000000000,LegacyId=-1)",Damaru Drum,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Category.Tier3""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Filter.Stat.MagicalPower""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3"")))",,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=50.000000),(StatTag=(TagName=""Character.Stat.MagicalPower""),Value=85.000000))"
EquipmentItem_Item_Deathbringer,"(Id=0000000000000000000000000000009C,LegacyId=156)",Deathbringer,"(TagName=""Equipment.Type.Item.Passive"")","(GameplayTags=((TagName=""ItemStore.Filter.Stat.CriticalStrikeChance""),(TagName=""ItemStore.Filter.Stat.PhysicalPower""),(TagName=""ItemStore.Filter.Passive""),(TagName=""ItemStore.ItemTier.Tier3""),(TagName=""ItemStore.Filter.Role.Carry.Hybrid""),(TagName=""ItemStore.Filter.Role.Carry.STR""),(TagName=""ItemStore.Category.Offensive""),(TagName=""ItemStore.Category.Tier3"")))",Passive: You gain 25% increased Critical Strike Damage.,"((StatTag=(TagName=""Character.Stat.PhysicalPower""),Value=55.000000),(StatTag=(TagName=""Character.Stat.CritChance""),Value=30.000000))"
